IPDB_ID	Genus_species_locus	ABGD_Genus_species_locus
Atoll05	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3286	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_JAP2_09	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3311	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3285	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_SWA02	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_IND20	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3317	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3323	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC289	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_MO4	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC299	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_P1_09	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_MO3	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GV2_25	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3293	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3288	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_EI2_28	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_JAP1_14	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_V2_09	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GuAc270	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_bi27_Hawaii_Island	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC291	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GuAc275	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_KIN02	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_bi22_Hawaii_Island	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_4086	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_KIN08	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3301	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_SWA03	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_EI1_03	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3314	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_Johnston	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Atoll03	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_V1_02	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3303	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_EI1_05	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3310	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_V1_03	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_Johnston	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Atoll06	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_EI2_26	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_P1_10	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GV2_26	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_MO5	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_2541	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_JAP2_08	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_SWA07	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_LZ007	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_LZ005	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_2393	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_MO2	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3308	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC296	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_SWA01	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_IND07	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_609	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_EI1_07	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GV1_15	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GuAc273	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3281	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_KIN07	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_2572	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC297	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3282	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_KIN01	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_SWA05	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_bi24_Hawaii_Island	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3296	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_Johnston	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Atoll01	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_APCO1_Coibita_Rancheria	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3305	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC294	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_APM1_Passe_Taotoi	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC286	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_LZ002	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_KIN03	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_IND06	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC290	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_bi28_Hawaii_Island	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_IND22	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_2570	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_LZ008	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3319	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_MO1	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_P1_18	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3315	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC298	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3302	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3309	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC285	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_EI1_04	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3298	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3322	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_Johnston	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Atoll07	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_VA4_53	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_2362	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_Johnston	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Atoll08	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_Johnston	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Atoll02	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_607	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_JAP1_15	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3320	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3299	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3312	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_2329	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_SWA06	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_JAP2_11	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_IND17	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_KIN04	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GV1_13	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GuAc268	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC293	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GV2_27	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_JAP1_13	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC287	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_4085	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_HB5	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_VA4_51	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_SWA04	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_LZ006	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GuAc271	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_IND12	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GV1_12	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_LZ003	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_610	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_HAW1	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_606	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_SWA08	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_LZ001	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_P1_05	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GuAc272	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_IND15	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_KIN05	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_EI1_01	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_P1_20	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GV1_14	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_P1_06	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_bi23_Hawaii_Island	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3304	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_2571	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_608	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_LZ004	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3306	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_IND03	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_EI1_02	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GuAc274	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GC288	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3295	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_P1_07	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_3313	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_V2_07	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_GuAc269	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
Acanthaster_planci_CO1_KIN06	Acanthaster_planci_CO1	Acanthaster_planci_CO1_abgd_group4
IPDB_ID	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac16	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1005	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1006	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1007	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac2	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac29_A2	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac35_A8	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac7	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac19	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_NW13_652	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac22	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac30_A3	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac18	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac8	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac28_A1	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac13	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac15	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1004	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1009	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1010	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac6	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1000	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac45	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1001	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1011	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_NW13_653	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac4	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac36_A9	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac25	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1002	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac27	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac14	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac31_A4	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac11	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac37_A10	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac21	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac26	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac32_A5	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac24	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1003	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac3	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac9	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac10	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1008	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac23	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac12	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_NW13_651	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1012	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac1	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac20	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac33_A6	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac5	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac17	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
Acanthurus_achilles_CYB_Aac34_A7	Acanthurus_achilles_CYB	Acanthurus_achilles_CYB_abgd_group1
IPDB_ID	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI112	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI42	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI19	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI115	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI87	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI91	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI24	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_LAR1701	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI120	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_Ajap01	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI119	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI116	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI55	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_Ajap06	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_LAR1700	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_OBU237	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI45	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI96	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI93	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI86	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI95	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI40	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI114	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI56	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_OBU238	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_LAR1703	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_OBU239	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI2	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_LAR1807	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI23	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI117	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI44	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI85	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI46	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI94	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_LAR1702	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI43	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI111	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI57	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
Acanthurus_japonicus_CYB_PI118	Acanthurus_japonicus_CYB	Acanthurus_japonicus_CYB_abgd_group1
