IPDB_ID	Genus_species_locus	ABGD_Genus_species_locus
Panulirus_interruptus_CO1_Pba004	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu046	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sju033	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi541	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pco001	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi043	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico031	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci031	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi017	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto002	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci008	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba071	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico019	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto031	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi055	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sju019	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb055	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd026	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl015	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd021	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ana012	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico053	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl017	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu005	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn049	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn040	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci045	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb048	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sca035	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sca048	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb003	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl003	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sju030	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto037	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico030	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Cba004	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd004	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta001	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sca002	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb022	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba038	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl121	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn015	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta034	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto030	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd014	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci006	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl009	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp041	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci007	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Abr001	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Bma036	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto034	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sni004	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Abr028	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sju002	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl048	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Bma024	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp062	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta032	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba092	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta028	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi042	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Car006	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl201	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb021	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ana002	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico018	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn013	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sni029	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi421	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn053	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico048	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba019	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu039	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd037	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu031	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba042	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd006	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl034	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto033	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp029	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta008	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico007	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Bma022	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta007	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci048	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Car018	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Bma008	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta060	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd042	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu003	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp036	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi425	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta037	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Cba001	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl017	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi082	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba008	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb038	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Bma001	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl016	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci025	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sni010	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi547	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp054	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Bma038	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp006	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi013	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn033	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba002	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu044	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl019	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta022	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sca025	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi032	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Abr030	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu025	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi542	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp014	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Bma021	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb002	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu011	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl204	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sju020	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl207	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp047	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp078	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta041	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sca005	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu015	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto008	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn021	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Car011	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi016	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta005	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Bma032	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci014	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba089	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl105	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sju023	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu006	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Car001	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn009	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu034	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba021	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu018	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci001	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd022	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci022	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sju008	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd041	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci054	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl007	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi558	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico054	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi244	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn051	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Car005	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn054	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb054	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl214	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb014	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi245	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto001	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ana006	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci051	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci024	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Car014	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl022	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sbi001	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl002	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi039	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi050	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi007	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp005	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi550	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba044	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl220	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb028	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta043	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sca042	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi005	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb018	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico041	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp020	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd005	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn004	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sni012	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico060	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu045	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pco004	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta040	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl029	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn035	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl032	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi555	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ana005	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Abr020	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp071	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl003	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto011	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Car004	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu024	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba037	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci010	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci050	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl013	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ana007	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Scl111	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci039	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sca315	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba082	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sci003	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Vta019	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Bma044	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sdi246	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu016	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp013	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto014	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi018	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ico058	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp067	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sni025	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sca101	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu021	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sju043	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ptn003	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Ldl051	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Igp022	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba070	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Abr040	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Peu002	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sni037	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba033	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Mlb020	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_bto026	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sni001	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba017	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd024	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pbd036	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Smi008	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Sni021	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
Panulirus_interruptus_CO1_Pba012	Panulirus_interruptus_CO1	Panulirus_interruptus_CO1_abgd_group1
